customer_id,customer_name,email,created_at,state_code,acquisition_channel,income_bracket,birth_date,engagement_score
C4404,Fernanda  Valentte,fernanda_valente@gmail.com,2023-08-10,S.P.,email,5k-10k,1975-09-09,7
C4405, lucas Moreyra,lucas_moreira@gmail.com,2023-11-19,Goiás,paid_search,2k-5k,1993-11-03,2
C4406,João	farias,joão_farias@gmail.com,2023-08-04,sp,paid_search,10k-20k,2004-02-10,57
C4407,Eduarda  Franco,eduarda_franco@gmail.com,2023-09-13,ES,referral,10k-20k,1994-03-27,71
C4408, RAFAEL Macedo,rafael_macedo@gmail.com,2023-03-01,Minas Gerais,referral,5k-10k,1973-04-24,72
C4409,BRUNO   azevedo,bruno_azevedo@gmail.com,2024-01-01,rj,organic,20k+,1971-04-14,61
C4410,Beatriz  Morais ,beatriz_morais@gmail.com,2023-01-12,Distrito Federal,email,2k-5k,1986-08-06,20
C4411,JOAO  Aguiar ,joão_aguiar@gmail.com,2023-02-10,Rio Grande do Sul,organic,20k+,1984-12-13,45
C4412,BRUNO   Baptista,bruno_batista@gmail.com,2023-10-03,S.P.,direct,5k-10k,2004-02-27,9
C4413,MARIA	Queiroz,maria_queiroz@gmail.com,2023-06-25,SP,social_media,0-2k,1990-12-10,57
C4414,Isabela   Castro ,isabela_castro@gmail.com,2023-08-01,Estado de SP,direct,5k-10k,1989-04-19,50
C4415,JOAO	gonçalves,joão_gonçalves@gmail.com,2023-07-25,S.P.,paid_search,0-2k,1975-04-17,60
C4416,Carlos lopes,carlos_lopes@gmail.com,2023-06-09,RS,referral,2k-5k,1987-11-11,17
C4417,EDUARDA	Mendess,eduarda_mendes@gmail.com,2023-03-03,DF,organic,5k-10k,1983-08-28,33
C4418,EDUARDA  lopes,eduarda_lopes@gmail.com,2023-11-30,S.P.,email,10k-20k,1977-04-20,82
C4419,Leticia Baptista,letícia_batista@gmail.com,2023-06-04,Estado de SP,paid_search,0-2k,1984-03-24,12
C4420,João   Nunes,joão_nunes@gmail.com,2023-10-03,ES,referral,5k-10k,1970-12-21,28
C4421,RODRIGO Machado ,rodrigo_machado@gmail.com,2023-12-10,bahia,social_media,20k+,2002-08-06,62
C4422,JOAO batista ,joão_batista@gmail.com,2023-05-28,Rio Grande do Sul,direct,20k+,1978-01-21,0
C4423, An4 Coelho,ana_coelho@gmail.com,2023-03-12,Rio,referral,2k-5k,2000-05-21,10
C4424,AMANDA	Nunes,amanda_nunes@gmail.com,2023-03-06,,email,2k-5k,1990-07-31,4
C4425,Isabella   Moura,isabela_moura@gmail.com,2023-03-16,Distrito Federal,email,0-2k,1971-04-02,4
C4426,Mateus	Pacheco,matheus_pacheco@gmail.com,2023-07-04,Brasília,social_media,20k+,1985-12-04,63
C4427,FERNANDA Paiva ,fernanda_paiva@gmail.com,2023-11-28,Sao Paulo,organic,20k+,1992-09-12,55
C4428,Patrícia  Salles,patrícia_sales@gmail.com,2023-05-01,Distrito Federal,email,10k-20k,1998-10-02,81
C4429, MARIA queiroz,maria_queiroz@gmail.com,2023-01-20,Paraná,social_media,0-2k,1983-10-20,76
C4430,CAMILA vieira,camila_vieira@gmail.com,2023-04-07,GO,referral,5k-10k,1978-03-09,26
C4431,Carl0s	Melo,carlos_melo@gmail.com,2023-01-03,SP,referral,2k-5k,1972-02-28,13
C4432,An4	Silva,ana_silva@gmail.com,2023-02-16,SP,referral,10k-20k,1988-05-19,0
C4433, Vinicius Campos,vinícius_campos@gmail.com,2023-02-12,R.J.,direct,10k-20k,1999-06-19,67
C4434,fernanda Franco  ,fernanda_franco@gmail.com,2023-11-15,S.P.,paid_search,2k-5k,1982-11-18,24
C4435,Rafael   cardoso,rafael_cardoso@gmail.com,2023-04-14,sp,email,20k+,1998-02-05,44
C4436,Rafael xavier,rafael_xavier@gmail.com,2023-03-06,Sao Paulo,organic,0-2k,1992-09-04,39
C4437,Lucas Peixoto ,lucas_peixoto@gmail.com,2023-08-23,PR,direct,0-2k,1988-10-13,62
C4438, Isabela Nascimento,isabela_nascimento@gmail.com,2023-06-20,,direct,2k-5k,1978-06-15,77
C4439,Leticia Vieyra ,letícia_vieira@gmail.com,2023-09-11,R.J.,referral,5k-10k,1986-12-11,25
C4440,Vinicius Santanna ,vinícius_santana@gmail.com,2023-08-21,S.P.,paid_search,5k-10k,1992-01-08,70
C4441, Mateus Godoi,matheus_godoy@gmail.com,2023-10-24,R.J.,email,2k-5k,1983-01-20,29
C4442,AMANDA   mendes,amanda_mendes@gmail.com,2023-10-18,Rio,direct,2k-5k,1980-10-07,91
C4443,Tiago nunes ,thiago_nunes@gmail.com,2023-09-30,SC,email,10k-20k,1983-03-22,84
C4444,BEATRIZ	Macêdo,beatriz_macedo@gmail.com,2023-01-10,sp,referral,5k-10k,1974-09-30,76
C4445,PATRICIA   pacheco,patrícia_pacheco@gmail.com,2023-01-15,Estado de SP,organic,20k+,1975-09-17,59
C4446, GABRIELA Santanna,gabriela_santana@gmail.com,2023-06-06,Parana,referral,2k-5k,1976-07-18,92
C4447,Letícia  Figueiredo,letícia_figueiredo@gmail.com,2023-02-07,R.J.,direct,0-2k,1970-04-29,16
C4448,bruno  Machdo,bruno_machado@gmail.com,2023-03-05,Estado de SP,referral,0-2k,1997-03-14,63
C4449,ana nunes ,ana_nunes@gmail.com,2023-12-29,Distrito Federal,social_media,2k-5k,1996-09-12,65
C4450,Carl0s Ribeiro ,carlos_ribeiro@gmail.com,2023-08-03,Rio,paid_search,10k-20k,1993-11-20,33
C4451,AMANDA	oliveira,amanda_oliveira@gmail.com,2023-05-18,Santa Catarina,direct,2k-5k,1993-05-30,98
C4452,CARLOS monteiro,carlos_monteiro@gmail.com,2023-08-13,MG,paid_search,0-2k,1973-02-06,95
C4453,Leticia Machdo ,letícia_machado@gmail.com,2023-01-17,GO,referral,5k-10k,2002-11-30,26
C4454, LUCAS Batista,lucas_batista@gmail.com,2023-06-11,RS,social_media,2k-5k,1980-01-30,91
C4455,BRUNO  Porto,bruno_porto@gmail.com,2023-02-25,GO,direct,0-2k,2004-10-07,24
C4456,João	Barroz,joão_barros@gmail.com,2023-12-27,DF,paid_search,0-2k,1970-02-08,22
C4457,João   assis,joão_assis@gmail.com,2023-07-24,Rio,referral,10k-20k,1970-02-09,62
C4458,Gustavo  machado,gustavo_machado@gmail.com,2023-01-24,S.P.,email,10k-20k,1975-05-14,50
C4459, João Gonçalvez,joão_gonçalves@gmail.com,2023-05-12,São Paulo,paid_search,5k-10k,1969-10-17,65
C4460,joao  Gonçalvez,joão_gonçalves@gmail.com,2023-06-25,São Paulo,organic,10k-20k,1997-10-30,55
C4461,Patricia Araújo,patrícia_araújo@gmail.com,2023-04-15,Goiás,direct,20k+,1987-12-22,98
C4462,Carl0s  cunha,carlos_cunha@gmail.com,2023-03-18,Paraná,email,2k-5k,1970-05-06,34
C4463,Isabela assis ,isabela_assis@gmail.com,2023-05-07,Sao Paulo,organic,20k+,1984-05-02,59
C4464, Vinícius Machado,vinícius_machado@gmail.com,2023-02-03,S.P.,social_media,5k-10k,1993-11-25,49
C4465,PATRICIA	Lacerdda,patrícia_lacerda@gmail.com,2023-09-04,Minas,direct,10k-20k,1996-07-29,5
C4466,Ana   Lima,ana_lima@gmail.com,2023-10-22,Estado de SP,direct,2k-5k,1971-04-17,97
C4467,Juliana Machdo ,juliana_machado@gmail.com,2023-11-11,São Paulo,organic,2k-5k,1992-10-08,46
C4468,Lucas  aguiar,lucas_aguiar@gmail.com,2023-03-13,Rio,paid_search,20k+,1999-12-08,99
C4469, JULIANA Moreira,juliana_moreira@gmail.com,2023-11-21,BA,social_media,2k-5k,1983-10-24,2
C4470,Letícia Godoi,letícia_godoy@gmail.com,2023-01-31,S.P.,email,10k-20k,1987-11-17,35
C4471,Gabriela santana ,gabriela_santana@gmail.com,2023-03-27,São Paulo,email,5k-10k,1972-04-07,98
C4472,RAFAEL Sales ,rafael_sales@gmail.com,2023-05-02,Goiás,organic,2k-5k,1976-04-22,39
C4473,CAMILA Teixeira ,camila_teixeira@gmail.com,2023-11-25,RJ,direct,20k+,1984-05-05,58
C4474,Thiago   Camposs,thiago_campos@gmail.com,2023-10-01,Rio Grande do Sul,referral,0-2k,1995-12-12,16
C4475,Tiago Perera ,thiago_pereira@gmail.com,2023-06-28,bahia,referral,10k-20k,1996-03-11,48
C4476,RAFAEL Duart,rafael_duarte@gmail.com,2023-05-10,BA,email,5k-10k,1981-10-17,27
C4477,Rodrigo duarte ,rodrigo_duarte@gmail.com,2023-08-02,sp,paid_search,5k-10k,1994-08-02,15
C4478,EDUARDA  Moura ,eduarda_moura@gmail.com,2023-01-07,Santa Catarina,direct,0-2k,1975-09-06,100
C4479,Camila   Lacerdda,camila_lacerda@gmail.com,2023-01-18,GO,paid_search,2k-5k,1973-04-04,53
C4480,Maria   Farias,maria_farias@gmail.com,2023-07-19,SP,organic,10k-20k,2000-06-04,67
C4481,Mateus	Bragga,matheus_braga@gmail.com,2023-01-09,SP,paid_search,5k-10k,2004-03-17,85
C4482,maria Duart ,maria_duarte@gmail.com,2023-12-30,ES,paid_search,2k-5k,1981-11-16,22
C4483,GABRIELA Fonseca ,gabriela_fonseca@gmail.com,2023-05-25,Sao Paulo,direct,10k-20k,1970-09-26,11
C4484,bruno pacheco,bruno_pacheco@gmail.com,2023-12-15,Distrito Federal,direct,0-2k,1971-04-27,27
C4485,Mateus	nunes,matheus_nunes@gmail.com,2023-10-15,Rio,paid_search,5k-10k,1972-08-03,18
C4486,BRUNO  Paivah,bruno_paiva@gmail.com,2023-05-19,Paraná,paid_search,5k-10k,1974-10-24,17
C4487,maria  queiroz,maria_queiroz@gmail.com,2023-08-04,SP,direct,2k-5k,1990-08-11,73
C4488,Mária Godoy ,maria_godoy@gmail.com,2023-07-11,bahia,paid_search,10k-20k,1996-06-09,54
C4489,Vinicius Assis ,vinícius_assis@gmail.com,2023-06-12,SC,organic,20k+,1971-11-30,27
C4490,An4   Pereira,ana_pereira@gmail.com,2023-01-11,Parana,social_media,2k-5k,1981-07-28,99
C4491,Fernanda  Xav ier,fernanda_xavier@gmail.com,2023-07-19,RS,social_media,5k-10k,1993-09-08,78
C4492,Camila Araujo ,camila_araújo@gmail.com,2023-06-30,São Paulo,paid_search,5k-10k,1975-07-11,21
C4493,Vinícius Xav ier ,vinícius_xavier@gmail.com,2023-04-23,SC,email,5k-10k,1986-02-14,73
C4494, Eduarda monteiro,eduarda_monteiro@gmail.com,2023-05-14,BR,organic,5k-10k,1985-08-19,79
C4495, Eduarda Coelho,eduarda_coelho@gmail.com,2023-08-16,Goiás,referral,20k+,1997-05-15,10
C4496,Isabella souza,isabela_souza@gmail.com,2023-02-18,sp,paid_search,10k-20k,1976-06-14,22
C4497, EDUARDA Paiva,eduarda_paiva@gmail.com,2023-03-11,Paraná,direct,2k-5k,1981-07-19,62
C4498,RAFAEL Xavier,rafael_xavier@gmail.com,2023-10-01,SC,social_media,2k-5k,1993-08-16,87
C4499,CARLOS  Xavier,carlos_xavier@gmail.com,2023-11-24,Distrito Federal,paid_search,5k-10k,2004-03-08,67
C4500, Carl0s paiva,carlos_paiva@gmail.com,2023-11-15,SP,organic,10k-20k,1985-01-15,26
C4501,Eduarda   Machado,eduarda_machado@gmail.com,2023-06-09,bahia,paid_search,2k-5k,2001-07-09,20
C4502,Fernanda Martins ,fernanda_martins@gmail.com,2023-05-29,Parana,email,20k+,1985-09-29,89
C4503,GABRIELA Bragga ,gabriela_braga@gmail.com,2023-08-24,Parana,direct,0-2k,1988-06-02,24
C4504,Thiago   mendes,thiago_mendes@gmail.com,2023-05-12,sp,paid_search,2k-5k,1984-09-24,29
C4505,Gustavo  Teixeira,gustavo_teixeira@gmail.com,2023-11-10,PR,organic,20k+,1980-02-12,55
C4506,Bruno duarte,bruno_duarte@gmail.com,2023-12-15,Rio Grande do Sul,referral,20k+,1971-01-21,31
C4507,Jõao  farias,joão_farias@gmail.com,2023-08-14,Rio de Janeiro,organic,20k+,1970-02-19,86
C4508,Matheus Figueiredo,matheus_figueiredo@gmail.com,2023-07-01,Estado de SP,paid_search,20k+,1986-01-11,42
C4509,bruno	azevedo,bruno_azevedo@gmail.com,2023-08-02,ES,organic,0-2k,1988-10-04,30
C4510, Mária Morais,maria_morais@gmail.com,2023-12-17,M.G.,social_media,5k-10k,1999-04-27,46
C4511,Isabela  Freitas,isabela_freitas@gmail.com,2023-09-21,Bahia,paid_search,10k-20k,1977-05-08,90
C4512, Beatriz Rocha,beatriz_rocha@gmail.com,2023-02-15,Distrito Federal,email,0-2k,1986-01-27,97
C4513,fernanda  Bezerra,fernanda_bezerra@gmail.com,2023-04-17,Minas,referral,5k-10k,2003-04-22,71
C4514,Fernanda	Lopes,fernanda_lopes@gmail.com,2023-07-20,GO,direct,5k-10k,2004-01-27,50
C4515,RAFAEL	Carvaho,rafael_carvalho@gmail.com,2023-10-19,Distrito Federal,referral,20k+,1992-06-16,83
C4516,Eduarda	SOUZA,eduarda_souza@gmail.com,2023-03-01,DF,social_media,5k-10k,1979-11-19,34
C4517,Isabela Paivah,isabela_paiva@gmail.com,2023-06-21,MG,email,2k-5k,1980-03-12,80
C4518, João coelho,joão_coelho@gmail.com,2023-01-30,GO,email,10k-20k,1989-07-25,53
C4519,Leticia monteiro,letícia_monteiro@gmail.com,2023-06-14,bahia,direct,10k-20k,1984-08-11,42
C4520,Juliana	Nevez,juliana_neves@gmail.com,2023-06-05,GO,social_media,0-2k,1972-06-19,31
C4521, Matheus Peixoto,matheus_peixoto@gmail.com,2023-05-12,sp,direct,2k-5k,1975-09-01,91
C4522,RODRIGO	Portoo,rodrigo_porto@gmail.com,2023-09-24,Minas,referral,0-2k,1973-09-18,56
C4523,carlos   barros,carlos_barros@gmail.com,2023-02-08,BA,organic,2k-5k,1985-05-18,32
C4524,Vinicius	Figueiredo,vinícius_figueiredo@gmail.com,2023-10-23,São Paulo,direct,20k+,1989-10-18,49
C4525,GABRIELA Pereira ,gabriela_pereira@gmail.com,2023-05-21,SP,referral,0-2k,1978-11-04,10
C4526,Vinicius Coelho ,vinícius_coelho@gmail.com,2023-10-15,Brasil,organic,2k-5k,1972-01-14,31
C4527,Isabella Faria ,isabela_farias@gmail.com,2023-08-28,RJ,social_media,0-2k,1971-05-28,65
C4528,BRUNO Moreira,bruno_moreira@gmail.com,2023-06-08,Paraná,email,5k-10k,1970-03-18,5
C4529,joao Rocha,joão_rocha@gmail.com,2023-03-09,S.P.,organic,2k-5k,1985-07-07,50
C4530,Gabriela lopes,gabriela_lopes@gmail.com,2023-06-16,Distrito Federal,referral,20k+,1989-03-04,47
C4531,Rafael Oliveira ,rafael_oliveira@gmail.com,2023-04-24,Sao Paulo,direct,2k-5k,1990-03-20,5
C4532,Maria	Andrad,maria_andrade@gmail.com,2023-03-15,sp,email,10k-20k,1991-03-01,10
C4533, Carl0s Cardoso,carlos_cardoso@gmail.com,2023-01-14,Espírito Santo,social_media,20k+,2001-11-20,88
C4534,Mária   Morais,maria_morais@gmail.com,2023-04-25,XX,direct,2k-5k,1978-03-06,51
C4535,PATRICIA  Castro ,patrícia_castro@gmail.com,2023-07-31,Sao Paulo,social_media,10k-20k,1985-12-04,49
C4536,bruno Nuness ,bruno_nunes@gmail.com,2023-04-17,Paraná,email,20k+,1991-10-12,55
C4537, Camila Duart,camila_duarte@gmail.com,2023-07-28,sp,social_media,20k+,2004-10-25,60
C4538,LUCAS   Perera,lucas_pereira@gmail.com,2023-09-23,Estado de SP,social_media,10k-20k,1989-05-27,40
C4539, RODRIGO paiva,rodrigo_paiva@gmail.com,2023-10-30,SC,social_media,10k-20k,1980-08-11,22
C4540,ana Franco,ana_franco@gmail.com,2023-06-29,RJ,paid_search,5k-10k,1981-09-03,58
C4541,CARLOS Freita,carlos_freitas@gmail.com,2023-08-22,S.P.,email,0-2k,1985-06-16,42
C4542,Amanda Bezerra ,amanda_bezerra@gmail.com,2023-07-27,Sao Paulo,direct,5k-10k,1992-02-27,49
C4543, Carlos Peixoto ,carlos_peixoto@gmail.com,2023-07-22,Rio,referral,5k-10k,1990-10-19,100
C4544,Eduarda	Montero,eduarda_monteiro@gmail.com,2023-09-13,Santa Catarina,paid_search,20k+,1991-07-10,94
C4545,Tiago  Amaral,thiago_amaral@gmail.com,2023-05-21,SC,direct,0-2k,1999-06-25,43
C4546,bruno   Diass,bruno_dias@gmail.com,2023-11-17,S.P.,organic,2k-5k,1969-08-24,51
C4547, RODRIGO Moura,rodrigo_moura@gmail.com,2023-11-08,Minas Gerais,social_media,0-2k,1971-07-16,12
C4548, FERNANDA Goncalves,fernanda_gonçalves@gmail.com,2023-12-02,Espírito Santo,paid_search,2k-5k,1986-07-16,0
C4549, Carlos Cardozo,carlos_cardoso@gmail.com,2023-11-09,M.G.,referral,5k-10k,2001-05-15,6
C4550,Lucas   silva,lucas_silva@gmail.com,2023-03-06,Rio de Janeiro,paid_search,20k+,1978-05-01,4
C4551,Fernanda   Santana,fernanda_santana@gmail.com,2023-01-01,Espirito Santo,direct,5k-10k,2004-02-03,47
C4552,Mateus	Valente,matheus_valente@gmail.com,2023-10-02,São Paulo,direct,20k+,1975-12-31,14
C4553, CARLOS Campos,carlos_campos@gmail.com,2023-03-16,RJ,organic,20k+,1992-02-11,100
C4554, Amanda gonçalves,amanda_gonçalves@gmail.com,2023-04-30,S.P.,email,0-2k,1971-03-01,63
C4555,Amanda Borges,amanda_borges@gmail.com,2023-11-22,São Paulo,paid_search,5k-10k,1991-12-15,8
C4556,Juliana valente,juliana_valente@gmail.com,2023-01-03,Minas Gerais,organic,10k-20k,2004-09-19,8
C4557, bruno morais,bruno_morais@gmail.com,2023-06-03,Santa Catarina,paid_search,5k-10k,1972-03-09,15
C4558,Matheus queiroz ,matheus_queiroz@gmail.com,2023-12-02,Rio,direct,5k-10k,1992-08-09,49
C4559,João	Paiva,joão_paiva@gmail.com,2023-01-13,Rio de Janeiro,email,0-2k,1994-10-19,9
C4560,Rodrigo assis ,rodrigo_assis@gmail.com,2023-12-20,RS,email,2k-5k,1991-07-25,49
C4561,Matheus Pacheco,matheus_pacheco@gmail.com,2023-09-21,Rio de Janeiro,social_media,10k-20k,1969-06-28,76
C4562,RAFAEL	Martins,rafael_martins@gmail.com,2023-05-01,São Paulo,organic,5k-10k,1971-07-19,88
C4563,Isabella  Queiroz ,isabela_queiroz@gmail.com,2023-07-05,PR,social_media,2k-5k,1998-08-30,92
C4564,Matheus	Costa,matheus_costa@gmail.com,2023-12-19,sp,paid_search,20k+,1998-06-21,9
C4565,João   Pacheco ,joão_pacheco@gmail.com,2023-04-26,São Paulo,organic,0-2k,1979-06-10,22
C4566,gustav0 figueiredo,gustavo_figueiredo@gmail.com,2023-01-07,Minas Gerais,email,0-2k,1970-10-01,34
C4567,Rafael  Assiz,rafael_assis@gmail.com,2023-07-08,S.P.,paid_search,2k-5k,1993-01-12,77
C4568,Patrícia gonçalves,patrícia_gonçalves@gmail.com,2023-07-16,R.J.,social_media,0-2k,1996-03-17,69
C4569,Patrícia	Mendess,patrícia_mendes@gmail.com,2023-01-03,,email,20k+,1985-08-12,46
C4570,An4 Farias ,ana_farias@gmail.com,2023-05-05,SP,organic,10k-20k,1970-08-12,81
C4571,FERNANDA  Batista,fernanda_batista@gmail.com,2023-03-01,sp,email,5k-10k,1993-12-29,89
C4572,lucas   Porto,lucas_porto@gmail.com,2023-08-05,,organic,10k-20k,1981-08-04,1
C4573, Maria Santos,maria_santos@gmail.com,2023-02-10,BA,email,10k-20k,1997-12-17,87
C4574,Rafael Araujo ,rafael_araújo@gmail.com,2023-12-29,PR,social_media,5k-10k,1979-07-08,18
C4575,An4  porto,ana_porto@gmail.com,2023-04-23,Sao Paulo,referral,10k-20k,1970-11-18,14
C4576,Isabela Pacheco ,isabela_pacheco@gmail.com,2023-03-09,RJ,email,5k-10k,1980-12-17,48
C4577,Isabella  costa,isabela_costa@gmail.com,2023-08-10,sp,social_media,20k+,1979-03-21,42
C4578,maria amaral ,maria_amaral@gmail.com,2023-01-30,R.J.,referral,10k-20k,1984-08-11,60
C4579, carlos souza,carlos_souza@gmail.com,2023-03-24,M.G.,social_media,2k-5k,2003-07-08,27
C4580, Tiago Valentte,thiago_valente@gmail.com,2023-01-06,sp,email,10k-20k,1980-04-19,9
C4581, LUCAS Cunhaa,lucas_cunha@gmail.com,2023-09-11,RJ,referral,2k-5k,1970-07-11,10
C4582,João	Aguiar,joão_aguiar@gmail.com,2023-08-09,Brasília,referral,5k-10k,1997-10-20,24
C4583, Lucas Teixeira,lucas_teixeira@gmail.com,2023-06-08,sp,email,5k-10k,1984-05-28,0
C4584,Carlos  nunes,carlos_nunes@gmail.com,2023-11-21,GO,email,2k-5k,1992-02-04,20
C4585, Rafael SOUZA,rafael_souza@gmail.com,2023-10-23,Estado de SP,direct,5k-10k,1998-04-21,42
C4586, maria batista,maria_batista@gmail.com,2023-04-03,BA,paid_search,5k-10k,1992-03-18,71
C4587,Isabella santana,isabela_santana@gmail.com,2023-06-28,ES,email,5k-10k,1996-11-29,43
C4588,ana Batista ,ana_batista@gmail.com,2023-06-12,GO,direct,2k-5k,2002-09-19,84
C4589,LUCAS Lopes  ,lucas_lopes@gmail.com,2023-05-21,Espirito Santo,organic,5k-10k,1987-03-25,27
C4590, CAMILA Lopes,camila_lopes@gmail.com,2023-02-19,sp,paid_search,20k+,1997-03-08,75
C4591,Patrícia costa ,patrícia_costa@gmail.com,2023-08-30,Santa Catarina,referral,5k-10k,1975-06-30,46
C4592, Fernanda Pinto,fernanda_pinto@gmail.com,2023-11-13,BA,direct,20k+,1981-09-16,44
C4593,GABRIELA Aguiar  ,gabriela_aguiar@gmail.com,2023-08-21,São Paulo,social_media,10k-20k,2000-04-26,5
C4594,AMANDA Monteiro,amanda_monteiro@gmail.com,2023-08-14,S.P.,referral,20k+,1990-01-01,90
C4595,MARIA	castro,maria_castro@gmail.com,2023-04-09,Estado de SP,referral,5k-10k,1973-05-26,23
C4596,Vinícius   Dias,vinícius_dias@gmail.com,2023-08-08,ES,direct,10k-20k,1973-12-15,62
C4597,fernanda   aguiar,fernanda_aguiar@gmail.com,2023-06-05,Parana,referral,10k-20k,2001-11-19,98
C4598,Mária Franco,maria_franco@gmail.com,2023-08-23,Estado de SP,social_media,10k-20k,1977-09-04,0
C4599,MARIA figueiredo ,maria_figueiredo@gmail.com,2023-07-17,S.P.,email,10k-20k,1982-02-17,89
C4600,BRUNO	Queiroz ,bruno_queiroz@gmail.com,2023-11-18,Brasília,referral,0-2k,1987-04-03,21
C4601,EDUARDA  Franco ,eduarda_franco@gmail.com,2023-10-01,M.G.,organic,10k-20k,1983-12-10,53
C4602,EDUARDA  Gomes,eduarda_gomes@gmail.com,2023-01-17,SP,organic,5k-10k,1990-06-26,73
C4603,Eduarda Cunhaa ,eduarda_cunha@gmail.com,2023-11-01,BR,social_media,2k-5k,1997-05-11,60
C4604,Maria   Xav ier,maria_xavier@gmail.com,2023-10-09,S.P.,organic,10k-20k,1983-01-10,40
C4605,JULIANA Andrad ,juliana_andrade@gmail.com,2023-02-05,Estado de SP,social_media,0-2k,1999-05-12,62
C4606,CAMILA  Pereira,camila_pereira@gmail.com,2023-02-28,São Paulo,direct,5k-10k,1988-07-31,16
C4607, Lucas batista,lucas_batista@gmail.com,2023-08-23,São Paulo,direct,5k-10k,1998-04-19,35
C4608,Maria Vieira,maria_vieira@gmail.com,2023-12-12,São Paulo,referral,5k-10k,1988-09-08,90
C4609,Ana Nuness,ana_nunes@gmail.com,2023-06-27,RJ,paid_search,0-2k,1992-01-01,29
C4610,Leticia Xav ier ,letícia_xavier@gmail.com,2023-09-24,GO,paid_search,10k-20k,1991-09-06,9
C4611,Patricia	Peixoto,patrícia_peixoto@gmail.com,2023-12-26,sp,direct,20k+,1990-07-08,54
C4612,ana  Queiroz ,ana_queiroz@gmail.com,2023-12-31,GO,organic,0-2k,1996-01-20,31
C4613,Thiago Assiz ,thiago_assis@gmail.com,2023-09-30,Sao Paulo,referral,0-2k,2002-11-21,68
C4614,Gabriela   Farias,gabriela_farias@gmail.com,2023-12-22,Distrito Federal,direct,20k+,1995-04-06,37
C4615,Carl0s   freitas,carlos_freitas@gmail.com,2023-08-31,Espírito Santo,paid_search,10k-20k,1996-08-31,89
C4616,Mária franco,maria_franco@gmail.com,2023-06-22,Espirito Santo,paid_search,5k-10k,1997-02-28,59
C4617,JOAO cunha ,joão_cunha@gmail.com,2023-09-02,Sao Paulo,direct,20k+,1973-03-19,0
C4618,Amanda	borges,amanda_borges@gmail.com,2023-04-30,Minas Gerais,social_media,2k-5k,1979-09-23,84
C4619,Carlos Diass,carlos_dias@gmail.com,2023-06-28,RS,paid_search,5k-10k,1975-04-07,89
C4620,BEATRIZ	Correia,beatriz_correia@gmail.com,2023-12-01,SC,referral,0-2k,1970-09-27,4
C4621,MARIA  Macedo,maria_macedo@gmail.com,2023-03-28,S.P.,direct,2k-5k,1973-06-11,5
C4622,AMANDA Bragga,amanda_braga@gmail.com,2023-12-10,Distrito Federal,paid_search,5k-10k,1994-04-14,6
C4623,Jõao	farias,joão_farias@gmail.com,2023-09-30,PR,paid_search,20k+,1981-05-18,1
C4624,AMANDA  silva,amanda_silva@gmail.com,2023-10-21,S.P.,referral,20k+,1972-08-10,18
C4625,Rodrigo braga ,rodrigo_braga@gmail.com,2023-08-29,São Paulo,referral,0-2k,2004-03-07,74
C4626,Ana  Araujo,ana_araújo@gmail.com,2023-10-02,Estado de SP,email,5k-10k,1970-01-17,17
C4627,Leticia porto ,letícia_porto@gmail.com,2023-07-29,RS,direct,0-2k,1971-08-16,44
C4628,CAMILA   Morais,camila_morais@gmail.com,2023-06-14,sp,paid_search,2k-5k,1978-01-26,76
C4629,Carlos	souza,carlos_souza@gmail.com,2023-09-05,bahia,referral,10k-20k,1997-03-01,83
C4630, BEATRIZ Queiroz ,beatriz_queiroz@gmail.com,2023-06-27,Estado de SP,direct,0-2k,1996-05-08,77
C4631,Vinícius	Baptista,vinícius_batista@gmail.com,2023-06-18,sp,social_media,2k-5k,2000-10-06,87
C4632, maria Pinto,maria_pinto@gmail.com,2023-11-06,Minas Gerais,organic,5k-10k,1981-10-27,10
C4633,JOAO  santos,joão_santos@gmail.com,2023-06-29,SP,referral,2k-5k,1992-01-25,95
C4634,Gabriela	Castro,gabriela_castro@gmail.com,2023-06-26,rj,social_media,0-2k,1994-10-10,91
C4635,JOAO lacerda,joão_lacerda@gmail.com,2023-03-12,SP,email,10k-20k,1996-10-31,32
C4636,Gustavo Amaral ,gustavo_amaral@gmail.com,2023-07-12,Brasil,referral,10k-20k,1974-08-06,93
C4637, Fernanda amaral,fernanda_amaral@gmail.com,2023-10-22,SC,paid_search,10k-20k,1971-06-18,96
C4638,lucas   Siva,lucas_silva@gmail.com,2023-07-26,Brasília,referral,10k-20k,2001-01-12,60
C4639,FERNANDA Morais,fernanda_morais@gmail.com,2023-04-11,SC,organic,20k+,1993-08-25,86
C4640,Patricia Pacheco ,patrícia_pacheco@gmail.com,2023-08-05,SP,social_media,20k+,1986-05-06,17
C4641, gustav0 Cunhaa,gustavo_cunha@gmail.com,2023-07-19,São Paulo,direct,10k-20k,2004-06-07,94
C4642, Gabriela bezerra,gabriela_bezerra@gmail.com,2023-01-16,São Paulo,organic,5k-10k,1998-05-12,96
C4643,Camila Castro,camila_castro@gmail.com,2023-02-21,sp,email,5k-10k,2003-02-23,12
C4644,Leticia   cardoso,letícia_cardoso@gmail.com,2023-02-18,S.P.,referral,2k-5k,2004-10-26,34
C4645,Eduarda	Carvaho,eduarda_carvalho@gmail.com,2023-06-13,RJ,social_media,5k-10k,1980-03-13,72
